,rmse,mean,median,std,min,max,sse
rgbd_dataset_freiburg3_walking_halfsphere-groundtruth.txt,0.49535373929853105,0.4553007329607464,0.5037697005697832,0.19513218494765056,0.027993927913031454,0.823883857106085,225.25455022
rgbd_dataset_freiburg3_nostructure_texture_far-groundtruth.txt,1.417193362139913,0.5861165239307159,0.07381456495841449,1.290311763128898,0.0020784609690826373,3.91645190829659,825.46761756
rgbd_dataset_freiburg3_walking_static-groundtruth.txt,0.047673151886864225,0.040201770751377194,0.03589045831761439,0.0256231738721365,0.009148770409186052,0.2749760898696467,1.4272740700000002
rgbd_dataset_freiburg3_nostructure_notexture_near_withloop-groundtruth.txt,2.209193148457564,1.951563150642346,2.3724186603548705,1.035343245617976,0.010768008172359527,3.3740151066644617,5266.0965822
rgbd_dataset_freiburg3_sitting_xyz-groundtruth.txt,0.044595105746728786,0.044191966170789514,0.04400812419976659,0.00598277381502241,0.02196132965009151,0.0653738479822016,2.1517987800000005
rgbd_dataset_freiburg3_structure_notexture_near-groundtruth.txt,2.0055327666395337,1.7475283309053462,1.6270156391381123,0.9840256148840834,0.009403722667114407,3.359556499003998,4219.247600289999
rgbd_dataset_freiburg3_long_office_household-groundtruth.txt,0.04969134528462328,0.049002083815100385,0.04902351472956422,0.008247761997871216,0.029305801473428456,0.08715096098150604,5.4520593900000005
rgbd_dataset_freiburg3_structure_texture_far-groundtruth.txt,0.0437790678254005,0.042739350269403335,0.041320333977353,0.009484446120373594,0.023095021108455446,0.06853553822652886,1.4700374000000003
rgbd_dataset_freiburg3_sitting_rpy-groundtruth.txt,0.048230236617063466,0.046364098252378944,0.04433035077686612,0.013286313159852937,0.009120307012376204,0.14844938531364818,1.686462899999999
rgbd_dataset_freiburg3_sitting_static-groundtruth.txt,0.05321483855941207,0.05299509243851639,0.05258084249551545,0.004831068239778241,0.04199345187049997,0.06688437784714747,1.7160823399999998
rgbd_dataset_freiburg3_structure_texture_near-groundtruth.txt,0.046698864071617406,0.04612439169548674,0.045660814489485946,0.007302355530971717,0.026449196585151633,0.06855953617112652,2.0324906
rgbd_dataset_freiburg3_walking_rpy-groundtruth.txt,0.7251566200072731,0.576554308416373,0.4659282455486036,0.4398150213292977,0.03509344668168125,1.9085011605969748,423.31095945
rgbd_dataset_freiburg3_nostructure_texture_near_withloop-groundtruth.txt,0.06657011390633324,0.06544519717549836,0.06361142351605716,0.012186313312988648,0.03789485453198092,0.10033214838724436,6.088991009999999
rgbd_dataset_freiburg3_sitting_halfsphere-groundtruth.txt,0.05072051609139362,0.04898224447767757,0.04658234569878228,0.013164743769110906,0.023021946051539496,0.09244317173269213,2.4953936299999997
rgbd_dataset_freiburg3_walking_xyz-groundtruth.txt,0.40001104723626224,0.37342579391369307,0.3358192246773971,0.14339461060646333,0.035992915969673786,0.976198489037962,118.72655773000001
rgbd_dataset_freiburg3_nostructure_notexture_far-groundtruth.txt,1.7486785481708642,1.514286051209603,1.504421912230741,0.874536688735807,0.047425942267919165,2.9872047703496993,1372.9866225099997
rgbd_dataset_freiburg3_structure_notexture_far-groundtruth.txt,2.6243429265067877,2.310724596674208,2.5927306609056022,1.2440770210204146,0.02532093995095747,3.860584747159425,5433.98170297
